"
茜婷哗啦啦
",            学姐提供,2015-09-24
"
oliviazhangxue
",            急找湖师大英语专业文学方向的硕士研究生一枚，提供一下几位博导的上课时间与地点（每位老师 提供 一门课即可），本人想去听课。报酬200元。具体请联系张同学 15620952406.谢谢。,2015-09-28
"
茜婷哗啦啦
",            8名男生，市场调查，1号到7号连续7天，雨花区、岳麓区、天心区、开福区，一个区域两个人，会购买意外保险，工资120（五份以上有效问卷就可以拿到这个底薪）+奖金30-50+餐补20+问卷每份5元。报名从速！超源上班时间：9：00--18：00,2015-09-28
"
茜婷哗啦啦
",            超源周一至周末、中秋、国庆兼职：1）六艺学堂话务员：国庆节人数不限.有电话经验者.要求:女生优先（有经验者优先）10元每小时.，工作时间周一至周五上午9：00-12：00或下午2：30-6：30（5：30也行）.一个星期至少有三天。上门提成50元/人。电话联系.  2）梅山印办公服务有限公司招聘8名男生，市场调查，1号到7号连续7天，调查所有区域新化文印店的数量，对新化梅山印文印联盟进行宣传告知，对有兴趣加入联盟的店进行登记，雨花区、岳麓区、天心区、开福区，一个区域两个人，会购买意外保险，工资120（五份以上有效问卷就可以拿到这个底薪）+奖金30-50+餐补20+问卷每份5元.电话 联系.                                                                         3）机器人助教：周二1人，17：00-18：00，工作地点：湘江世纪城；周五1人，18：30-17：30，地点：湘江世纪城，25元/次.工资月结.电话 联系.   4）招聘10月1号、2号两天，手机促销现场发传单，2男，工作时间：8：40-17：20.，100元/天.月结.工作地点：锦泰广场、蔡锷中路.电话 联系.,2015-09-29
"
shine馃尮闆
",            师大学生，找日结的兼职,2015-10-08
"
梦想最晴天
",            每一个大学生都会有一个想学一门乐器的梦想，所以大学是乐器的天堂！我负责提供乐器，你负责销售，每天只需要在空闲时间发发QQ空间，朋友圈，你就能赚上一千，两千甚至五六千有想法的联系 13574155847,2015-10-10
"
雄雄唐
",            勤工俭学本人在职研究生，因为身体原因不方便上课，课程一个月，请一名品学兼优的女同学帮忙代上，最好是学生，家庭贫困者优先，有意者请电联：13973598506 唐 非诚勿扰,2015-10-11
"
lu林ing
",            本人可长期接受代课，本人男，有意者可以私聊,2015-10-11
"
znjjh
",            兼职送外卖，店子在天马小区，尽量自己有一辆电动车。QQ545702686,2015-10-12
"
爱晚江边
",            本人女，大四保研党一枚，从现在到2016年的6月份，时间全部空余。可长期接受代课，有意者私聊。,2015-10-12
"
浮华凌晨
",            代课兼职，地点基本在师大。可以加群496812150了解一下。,2015-10-13
"
爱一起走向未来
", ,2015-10-14
"
Zzzz静怡
",            求聘数学家教老师，要求有过家教经验，最好能兼辅导奥数。辅导地址：长沙市芙蓉区朝阳小学旁。联系电话：17773113935工资面议,2015-10-14
"
肆叁贰壹4321
",            10.14日 求一个男生扫楼发单、30块一栋、一共需要5-6栋、发完立结工资、跪求小伙伴帮忙完成！ 联系电话15717311543,2015-10-14
"
长沙罗森内里
",            时间：10月17日12-20点地点：湖南师大 江边学生宿舍一舍 工作内容：挖掘新生寝室新用户 推广饿了麽APP，下载饿了麽APP并促成首单。工资：18元/小时（需完成3个新用户）超出部分1-10 2元/人 11-20 3元/人联系电话：18684965427 周,2015-10-17
"
养猪厂副厂长
",            招兼职托管老师有意者加q2686283400,2015-10-28
"
白水清溪
",            招聘中小学陪读答疑老师若干名工作时间：周一至周五晚上，周六周日白天工作内容：辅导中小学生课后作业工作要求：理工科专业学生优先工作地点：东塘有意者请电话联系：82023689,2015-10-28
"
好大di一头猪
",            帖子内容：长沙著名早教中心招聘外籍助教：外形良好，热爱小朋友，擅长唱歌跳舞，费用100元/小时，上班时间为周末。英国籍及美国籍男性年轻白人优先。TEL:18975018996,2015-10-29
"
好大di一头猪
",            帖子内容：长沙著名早教中心招聘外籍助教：外形良好，热爱小朋友，擅长唱歌跳舞，费用100元/小时，上班时间为周末。英国籍及美国籍男性年轻白人优先。TEL:18975018996有符合外国朋友的可以推荐,2015-10-29
"
好大di一头猪
",            帖子内容：长沙著名早教中心招聘外籍助教：外形良好，热爱小朋友，擅长唱歌跳舞，费用100元/小时，上班时间为周末。英国籍及美国籍男性年轻白人优先。TEL:18975018996,2015-10-29
"
好大di一头猪
",            帖子内容：长沙著名早教中心招聘外籍助教：外形良好，热爱小朋友，擅长唱歌跳舞，费用100元/小时，上班时间为周末。英国籍及美国籍男性年轻白人优先。TEL:18975018996 有符合外国朋友的可以推荐,2015-10-29
"
淡枫无痕
",            需要会美工的妹纸 待遇优厚 做页面做图等   一次几百或者上千，看工作量另招个女友联系q 37684284,2015-10-29
"
茜婷哗啦啦
",            3.参与活动的筹备与现场执行                                         要求：男女不限、表达沟通能力强、空闲时间多。工作时间：9:00--19:00休息时间 :12:30--15:30(根据天气，人流量情况适当调整)待遇：基本工资 80元 +10元饭补＋提成（一般一天可以拿100-300元不等）长沙雨花，岳麓，开福，天心都有站点，都需要兼职人员，工资周结，周四打卡，电话联系,2015-11-05
"
tthhfdrhb
",            欢迎加入长沙楚豪家教群，群号码：249028052。。。。这是个介绍家教的。。有兴趣就加一下，，活动活动。。挣点衣服，，零食钱,2015-11-08
"
FFF卡带了
", ,2015-11-13
"
HPEAIE赴美实习
",            志愿者招募消息: 大家好!湖南省教育国际交流协会的暑期赴美游学实习项目，下周需招募2名志愿者，主要工作:湖南师范大学分发宣传单页。工作时间是可随意安排，周一至周五在教学楼、宿舍或食堂发完5000份单页，劳务费100元/人。请有意向的同学电联18216413396徐老师。,2015-11-14
"
美工天枰v
",            校园兼职客户经1．负责开发客户资源，对公司的产品进行有效推广和销售，为客户提供良好的服务2．负责维护客户关系，做好市场相关的各项业务事宜　岗位要求：1．性格外向，有较强的交际能力和沟通技巧　2．能吃苦耐劳，工作责任心强薪资待遇附加说明：1． 提成2． 对于在校大学生，公司提供寒暑假、大四实习机会3． 对于想自主创业的大学毕业生，公司将在资金、营销策略等一系列方面进行全方位的包装与支持。工作时间地点不限，有意者m我,2015-11-18
"
francisco11112
",            快来领取任务吧,2015-11-18
"
CuZn0415
",            急招两名学生兼职在天马影城发传单，时间2:00pm-9:00pm，工资80/天，发周末两天。,2015-11-21
"
妍妍美腻腻
",            哦,2015-11-21
"
CuZn0415
",            急招两名学生兼职在天马影城发传单，时间2:00pm-9:00pm，工资80/天，发周末两天。,2015-11-21
"
凡印凡印
",            十二月底有个考试，需要钢琴伴奏。请问有没有音乐学院的师兄师姐可以帮帮忙。平时合一次一百，考试的那次三百。我们有两个人都需要伴奏。,2015-11-21
"
最初的梦想735
",            家教信息:高一数学，学生信息:长郡中学，要求:数学专业大四或研究生，对高一知识熟悉有过教育经验的优先，价钱好商量。有意向报名的联系15608435086。,2015-11-22
"
FFF卡带了
",            回复 寕丶Iverson :可以的 加QQ1046942863,2015-11-23
"
FFF卡带了
",            短期实习 时间12月10号-1月14 每周日休息 元旦三天休息 要求：女生：160以上 做事认真仔细 不要太丑太矮 工作内容：签到 在酒店负责签到接待及表格整理工作           助教：带领学员完成日常培训工作    以上岗位都会先给大家培训  待遇 150/天 结束之后发放奖金  需要部分男生 请私信我 大家看清楚 时间没有问题再联系我 1046942863,2015-11-23
"
CuZn0415
",            急招两名学生兼职在天马影城发传单，时间2:00pm-9:00pm，工资80/天，发周末两天。,2015-11-28
"
h19761
",            优佳教育招聘兼职教师信息  优佳教育诚聘稳定长期兼职教师，具体要求：为人勤奋踏实，有较好的理科基础，责任心强。   具体待遇：月薪1000元/月，有稳定的教学场地，能够在晚自习辅导的过程中很好的提升自己的教学能力。能力突出者可被聘任为专职任课老师。具体职责，协助任课老师管理晚自习纪律（晚自习时间6：00~10：00）、回答学生疑难问题。具体办公地点：长郡双语旁钰龙佳园一栋二单元205  公共汽车站：佑母塘路口下                       麓山国际望月湖校区（公交车站望月湖小区）联系人方式：13755079506 郑老师,2015-11-30
"
邝嘉玥
",            帮女生代课 价格低,2015-12-03
"
湖南师大之力
",            寒假一月底才回家，有美术类的兼职吗？求带上我,2015-12-03
"
湖南师大之力
",            一月份留在学校有事情可以找我,2015-12-06
"
啊啊啊啊个p
",            正规平台 非诚勿扰 机会只留给努力的人 详情加唯一认证扣1007..51..56..03,2015-12-07
"
追风筝的小公主
",            新学期还有没有新的兼职信息呀？,2016-02-18
"
JessicaSun940
",            求女生代周一、周三的课，,2016-02-28
"
最爱之天空之城
",            新学期还有兼职不～,2016-02-28
"
非谁_以未央
",            求兼职啊！,2016-02-29
"
一只薄荷凉卷
",            求兼职,2016-03-01
"
flysusana
",            今天急求代打一份论文的同学，在二里半上课的最好请联系qq3414035145。,2016-05-13
"
yO仁者无敌O
", ,2016-07-02
"
鐗涚墰馃懟馃懟
",            兼职兼职快快来,2016-07-06
"
xueyuegezi
",            帮女生代课，要求女生，家庭贫困者优先，13786830445,2016-07-22
"
Haha李姣
",            有想学乒乓球的么？可以来找我,2017-02-12
"
yexc5
",            新学期有兼职么,2017-02-20
"
abbychenchao1
","            证照齐全托管聘 托管老师1名 女生优先要求:责任心强，亲和力强，热爱教育行业,周一到周五都能来，能至少做满一个学期。工作内容：辅导小学一年级孩子的家庭作业，管理好学生纪律，定期和家长沟通孩子的学习、生活情况，协助校区负责人日常事务。工作时间：全职周一至周五早上11点40到晚上8：00左右，中午两点至3点半可自行安排，2200+课时费，包2餐。兼职：周一至周五下午3点半至8点左右，60一天，包一餐。上班地点：世茂铂翠湾联系方式：13875884249（微信同号）",2017-09-04
"
xlygg8899
",            招兼职老师和话务员。在校学生也可以男女不限要求：1.主要给我们培训班的学生讲职业道德，礼仪，职业规划，团队认识与协作，人生观价值观，沟通技巧，公文写作，治安法律法规基础等简单的课程。根据个人能力可教一门或多门课程。2.话务员有激情口才好工作时间：每天上午9：30第一节课，上课时间灵活可以调整.待遇：50元/课时工作地点：湖南大学北校区望麓桥学生公寓联系方式：18670730577肖,2017-09-13
"
Sia_oney
",            招聘小初高家教一对一，有意请加*群630834977免费入群，群内会不时发布招家教的信息，一般都在工作日晚上或周末，想要赚取零花钱或生活费的小伙伴可以加群选择合适自己的家教,2017-09-21
"
会接盘的猪头
",            兼职【岗位】：校园招生代理【工作日期】：长期【工作时间】: 课余时间【工作内容】：我们是做设计类软件培训的正规公司1、负责平时带学生过来听公开课;2、负责收集有意向报班学习的人员名单；3、和公司负责人时常保持联系，汇报每周工作内容（即意向名单）【工作待遇】：推荐学生报名成功立马结算业绩 【工作地点】：星沙花卉市场综合楼二楼九致时代【联系方式】：073186885289,2017-10-09
"
海绵宝宝爱澡澡
",            就在岳麓区，app试玩，想了解的可以加一下微信a3587983732,2017-10-09
"
Mr_Liu_刘某
", ,2017-10-17
"
Mr_Liu_刘某
",            接下来还有筑博会、贸促会、车展等活动，表现好的以后可长期合作,2017-10-17
"
春山何来眉黛
",            兼职【岗位】：发单员【工作日期】：10月19日-10月25日【工作时间】: 19：00-21：00【工作内容】：发单并跟同学介绍快闪【工作要求】：责任心强，听从领队安排【工作待遇】：15一小时，注册量有提成，一元一个【工作地点】：湖南师大（未来有其他高校）【联系方式】：qq752862338兼职【岗位】：校园合伙人（长沙各大高校）【工作日期】：长期【工作时间】: 课余时间【工作内容】：协助公司完成任务，整合校内资源，负责本校内推广工作。每周五来公司开会总结【工作待遇】：一个月500无责任底薪+提成【工作地点】：校内【联系方式】：qq752862338兼职【岗位】：主播【工作日期】：每天【工作时间】: 19：00-21：00【工作内容】：活跃用户【工作要求】：会玩爱玩，保持工作时间在线【工作待遇】：20一小时【工作地点】：不限【联系方式】：qq752862338,2017-10-19
"
一把大火
",            【招聘岗位】校园销售代理（兼职），毕业后可继续，全职【招聘人数】每所高校1名（多校区的每个校区1名）。欢迎推荐你在其它学校的同学应聘，推荐成功后，公司连续6个月以该代理的销售额的2%提成作为推荐奖。【工作地点】校内及周边【汇报对象】校园代理总监【联系方式】陈小姐，13917200997，微信同号。简历请发至：13917200997@139.com【简历要求】1. 基本信息；2.个人正面照；3.社会实践经验介绍；4. 应聘优势；5.产品销售草案。【岗位职责】1. 在大学内及周边范围内销售李君记品牌的香辣酱、小面酱、永川豆豉、郫县豆瓣、蒜蓉酱、火锅底料等产品。客户为校内同学、超市、小卖部、食堂、饭店，学校周边超市、批发市场、菜场、饭店、火锅店等。2. 发展和管理地区销售团队。【岗位要求】1. 进取、乐观、勇敢、做事果断2. 吃货，吃辣者优先3. 有产品销售、推广、大型活动组织经验优先【报酬】大学及附近是人口、餐饮聚集地，酱料产品的消费量非常大，公司秉承双赢的态度，给予合理提成。【公司及产品介绍】湖南川渝食品有限公司，于2016年由川、渝、湘三地厨师共同创立，是一家研发、加工、销售为一体的食品专业企业。公司按照国家规定设计标准厂房，原料清洁、人员隔离、杀菌、检验、包装等工艺均严格执行国家食品安全质量标准。公司地址：湖南省常德市德山经济开发区乾明路106号【注意】1. 公司不收取任何报名费、押金、服装费、培训费等各种费用。2. 公司慎重对待与应聘者的关系，秉承双赢的原则进行合作。初步确定合作意向后，公司将免费赠送样品试吃，你可以对口味满意后、建立销售信心后再签约。,2017-10-19
"
free小怪兽传
",            【长期】 上海海风教育招在线兼全职一对一小初高授课老师（详情请加微信微信yao1210700213 ） 岗位要求： 1.985大学和优秀师范院校在校生及毕业生 2.擅长小学、初中、高中各科任一科目，学科知识扎实，熟悉小学或者初高中升学考试的形式和内容 3.具有较强表达力、亲和力，良好的责任心 4.保证寝室里有良好的网络环境、Windows电脑系统，熟悉基本的电脑操作  5.非寒暑假时间，一周最少能够提供5个小时的授课时间，保证授课半年以上，能长期稳定地进行教学授课工作内容： 1.通过海风教育自有教学平台进行在线一对一小学、初中、高中学科教学工作 2.了解并根据学生学习能力与需求，准备教学计划和课前教案（课件不需要老师自己制作） 3.根据学生情况因材施教，提供专业化的、高质量的一对一教学服务 4.定期参加教师培训和部门会议 5.完成主管交付的其他相关工作薪酬福利： 1.使用公司研发的授课中心平台，功能强大，在家在寝室就能上课，无需奔波，天冷天热大雾霾都不怕 2.课时费50-120元/小时，高于同行业水平，生源庞大课量充足，好好带课兼职老师收入也不少 3.资深的教研教学团队，学术氛围浓厚，定期有专业培训和学习交流，学术能力和表达能力都能得到很好的锻炼和提升 4.认识很多志同道合小伙伴的好机会，在大学阶段就有机会开拓自己的人脉圈 5.可获得正规实习证明，优秀兼职老师毕业后还有优先全职留任机会,2017-10-23
"
春山何来眉黛
",            【寝室铺单】【地点】中南大学南校区【时间】19:00-21:00（10月23日）【待遇】20一小时【要求】发单并介绍“快闪”app，听从领队安排，认真负责【人数】不限【集合时间】18:30【集合地点】升华餐饮楼报名的请按格式把信息发给我，如:李二（女，发单）-15802685576【包装兼职】【工作内容】室内工作，简单轻松，包装巧克力小礼盒。【工作地点】曙光泊岸8栋一单元202【工作时间】10月23日下午2点到5点【工作待遇】0.2元一个，做的快两小时可包100个，多劳多得。【工作要求】认真负责，放鸽子的不要。报名的请按格式把信息发给我，如:李二（女，包装）-15802685576,2017-10-23
"
说过很_爱你
",            长沙新航道长期招募兼职人员主要工作：发单 贴海报等工作地点：师大校内工资待遇：15-20元/h 日结欢迎长期合作，有意者私聊，或者联系13971451398（微信同号）,2017-10-31
"
大怪少杰
",            求一女生扫楼发传单，35元/栋，发完立结工资，跪求小伙伴帮忙，长期需要发，有意者加我微信或电联15013631866。,2017-10-31
"
遗忘的时光四哥
","            速来薅羊毛，推荐一人10元，3代返利，佣金很暴力，走起来,银行卡，身份证不用拍照，直接填写。",2018-01-31
"
羲云boomboom
",            江边附近有缺小时工服务员的嘛,2018-02-14
"
教育托管中心
",            诚招托管语文老师2名工作时间：周一到周五下午3点到晚上7点左右工作内容：检查并辅导小学生语文和英语作业。薪资：3000+奖金，包饭，法定节假日休息工作要求：1.热爱教育事业，负责任，有耐心    2.对学生严中有爱，能有效管理课堂纪律   3.字体优美，擅长语文和英语辅导  4.提前备课,2018-03-01
"
Sirito
",            兼职【岗位】：带孩子出去做活动【工作日期】：日常周末，暑假长期【工作时间】: 半天，或者一天【工作内容】：带孩子做活动，拍照，保护安全【工作要求】：责任心强，听从领队安排，喜欢孩子【工作待遇】：一天100～150半天60～80【工作地点】：迎宾路口地铁站附近（公交车站乔庄站）【联系方式】：QQ313606759微信15773153684,2018-03-22
"
ideal易
",            暑假有想法留在长沙赚钞票的小伙伴吗？和我一起啊，能保证靠谱，薪酬4000+，包吃包住，还有机会一起去旅游，还有实习证明哦。有兴趣的小伙伴欢迎咨询。QQ:2638169868,2018-04-25
"
lixichao02
",            TMD，发个帖子老是被删,2018-05-04
"
bkwenjing
",            大学生周末兼职教育兼职地点：侯家塘附近兼职对象：正规大学在校学生（男生优先）兼职时间：周六周日（时间自由安排）兼职任务：3岁男孩家里和小区玩耍与基础教育兼职待遇：100-150元/天（可面谈）联系QQ：24797107（请QQ留言，简单介绍下自己的学校、专业、年级等，我将电话联系你）,2018-08-23
"
小萌弟
",            大学生活可以过得很平庸，也可以过得很精彩寻找5个有想法敢担当的大学生带你大学经济独立，不向家里要钱了解不会失去什么，机会自己把握你会是我要找的那个人吗？有想法滴滴QQ88289586,2018-08-26
"
世非不沮
",            急需一名英语兼职老师(负责托管)，要求本科及以上，口语标准，负责初中课程，待遇丰厚，有意者私聊/可爱，每周两天，周二晚上和周六上午，100/小时,2018-09-08
"
-暮然-
",            乐之学堂（望城区乐之培训学校）诚聘【全职中小学语文老师】，要求有教学经验，有语文教师资格证，熟悉中学或小学教材考点。提供食宿，薪资面议。地址：望城区时代倾城二期电话：13142111520朱老师，微信同号,2018-09-08
"
珊珊的木棉
",            爱心托管所招兼职全职老师，上班时间周一到周五，上午11点40到晚上7点30左右。包中晚餐，工资面谈，主要工作辅导1－6年级学生作业及练习。有意者联系谭老师：13755164266 地址：文艺路五一中路小学，139（省政府）104路公交车（文艺路）。,2018-09-10
"
露馅的茄子包
",            湖南戏理目标教育咨询有限公司招聘3名实习老师职位描述岗位职责：1、参与青少年综合实践课程的开发，以及实施（团体户外活动）；2、参与小学生综合实践活动课程的开发；3、课后负责和家长沟通，发掘潜在客户资源；4、周一到五开发课程，周六日，有活动，负责实施课程（一周来四天即可，包括周末）。任职资格：1、热爱教育事业，学习能力较强，工作主动、细致、责任心强。2、大专及以上学历，心理学、教育学专业，或有人力资源师/心理咨询/生涯规划经验者。3、有实际教育（助教）经验、教育咨询师经验者优先。4、在校大三大四学生优先薪资待遇：100-120元/天，系统接受培训，提供实习证明联系方式：电话：0731-83866997QQ：2464573308@qq.com,2018-09-10
"
QQ1062886967
",            机构直招小、初、高各科老师（一对一教学）能长期优先【薪资】60-80元/小时  面试请携带身份证和其他能力证书复印件【要求】热爱教育行业，亲和力强，身高155以上，本科学历，20岁以上,2018-09-11
"
muma120220
","            招小学托管全职老师工作时间：周一至周五11:00-20:00，包吃住能力要求:1、能因材施教，具有良好的沟通能力，应变能力，学习能力，能熟练辅导1-6年级小学生的语文，数学，英语等家庭作业。2、有爱心，耐心，责任心，至少能做完一学期的长期工作者优先考虑地址:长沙市高桥高福星小区有意者私聊,18874863161,17373173004。",2018-09-12
"
珊珊的木棉
",            爱心托管所招兼职全职老师，上班时间周一到周五，上午11点40到晚上7点30左右。包中晚餐，工资面谈，主要工作辅导1－6年级学生作业及练习。有意者联系谭老师：13755164266 地址：文艺路五一中路小学，139（省政府）104路公交车（文艺路）。,2018-09-12
"
长沙留学小语种
", 2018长沙新东方小语种秋季校园顾问招聘啦！！看这里看这里，是的没错！我们是新东方！我们来招聘啦！！大平台大企业，大气度以及大规模培养人才的成熟市场机制。可观的薪酬以外还能提供神一般的广阔人脉，且还有市场营销技能给你学！还能提供上市公司的实习证明，让你的未来不只是可期而是光明！！新东方欧亚教育是新东方教育科技集团旗下从事欧洲&亚洲国家留学+小语种培训的一站式服务平台。覆盖日韩法德西意多与培训/海外申请的一站式服务中心。平台我们只提供最大的，培训我们只提供最专业的，薪酬我们只提供最可观的！你尽管来！！我们只提供最好的！！感兴趣的同学可以私聊！私聊！私聊！唷西！！！！,2018-09-12
"
珊珊的木棉
",            爱心托管所招兼职全职老师，上班时间周一到周五，上午11点40到晚上7点30左右。包中晚餐，工资面谈，主要工作辅导1－6年级学生作业及练习。有意者联系谭老师：13755164266 地址：文艺路五一中路小学，139（省政府）104路公交车（文艺路）。,2018-09-13
"
1997潮品
",            招大学生兼职，时间地点自由，可日结！有意者加jiqleyishu23。欢迎合作,2018-09-13
"
赵日成快长大
",            招募大学生兼职写手，本人是自媒体工作者，现在需要招募一批会写文章的小伙伴！长期合作，报酬可观！还有免费吃喝的机会，有意者请加我zs269489841（来者备注：大学生写手），非诚勿扰！,2018-09-13
"
珊珊的木棉
",            爱心托管所招兼职全职老师，上班时间周一到周五，上午11点40到晚上7点30左右。包中晚餐，工资面谈，主要工作辅导1－6年级学生作业及练习。有意者联系谭老师：13755164266 地址：文艺路五一中路小学，139（省政府）104路公交车（文艺路）。,2018-09-18
"
金玉口十子
",            【招旅游类文章写手】兼职地点：线上即可兼职对象：正规大学在校学生兼职时间：可以自由安排，但是每周六要交文章兼职任务：主要负责长沙旅游攻略、游记的撰写兼职待遇：50-100一篇（根绝质量决定）可以免费吃喝联系微信：zs269489841（来者备注：大学生写手）,2018-09-18
"
liz孤痞成性
",            只要你会打广告或者会聊天，日入100没问题。聊天就能赚钱，完全免费，没有任何押金和费用。正规平台，聊天没有要求，只要不涉黄。,2018-09-18
"
珊珊的木棉
",            爱心托管所招兼职全职老师，上班时间周一到周五，上午11点40到晚上7点30左右。包中晚餐，工资面谈，主要工作辅导1－6年级学生作业及练习。有意者联系谭老师：13755164266 地址：文艺路五一中路小学，139（省政府）104路公交车（文艺路）。,2018-09-19
"
姚一三皮
",            个人招校内业务推广。三项兼职内容，总有自己喜欢的岗位，工作相对容易上手，待遇可以加好友详细谈。有什么生活上短期面临的困难也可以适当提出，比如需要预支工资什么的酌情考虑,2018-09-23
"
珊珊的木棉
",            爱心托管所招兼职全职老师，上班时间周一到周五，上午11点40到晚上7点30左右。包中晚餐，工资面谈，主要工作辅导1－6年级学生作业及练习。有意者联系谭老师：13755164266 地址：文艺路五一中路小学，139（省政府）104路公交车（文艺路）。,2018-09-23
"
珊珊的木棉
",            爱心托管所招兼职全职老师，上班时间周一到周五，上午11点40到晚上7点30左右。包中晚餐，工资面谈，主要工作辅导1－6年级学生作业及练习。有意者联系谭老师：13755164266 地址：文艺路五一中路小学，139（省政府）104路公交车（文艺路）。,2018-10-02
"
最爱小新蜡笔
",            科目：初三物理化学，男生时间：国庆和以后的周末地点：南门口薪资：50-55/h，每次两小时要求：有辅导经验，理科专业,2018-10-03
"
豆小菜在路上
",            打扰了各位，我想给上初中的弟弟找一个家教，希望你时间多到周一到周五都能上课，然后最好是张公岭校区的同学，因为张公岭离我家近。有想要做家教的同学快来呀【图片】,2018-10-15
"
豆小菜在路上
",            打扰了各位，我想给上初中的弟弟找一个家教，希望你时间多到周一到周五都能上课，然后最好是张公岭校区的同学，因为张公岭离我家近。有想要做家教的同学快来呀【图片】层主QQ2660695950,2018-10-15
"
gifvkbkhdd
",            有意向联系我微信17608474017或者直接联系下面的联系人哝,2018-10-16
"
tangchizan
",            招聘岗位：工业设计师岗位职责：1、根据公司新产品立项要求进行工业产品设计；2、根据新产品定位及客户群体不同进行产品配色；3、新产品首版的确认及协调工作；4、新产品跟进与结构设计师沟通及相关协调工作；5、根据公司市场要求及时提供自已的设计构思和方案个人能力要求：1、熟练运用工业设计软件IllustratorPRO-E3DMAXPhotoshopcoredraw等.并能运用这些软件熟练的建模及渲染产品效果图.2、具备产品外观及造型设计经验3、具有一定的美学修养和设计理念有一定的手绘能力4、对时尚色彩有一定的敏锐度，对产品配色有丰富经验和认识分享力。公司：湖南云豹文化传媒有限公司工作地点：长沙市开福区万达广场B座4409联系人：汤先生 TEL：18900748702邮箱：136855966@qq.com,2018-10-16
"
越前一号
",            湖师大的学长学姐们有在兼职的么，兼职容易找么,2017-07-23
"
泪滴ing
",            悄悄回几个字,2017-07-23
"
越前一号
",            离开学还有老久了不知道干点啥好呢,2017-07-24
"
浮生1013
", 卡鲁宾,2017-07-24
"
微笑是错zz
",            我这里有,2017-07-24
"
卷卷448
",            过来找我吧！mjzsj1027,2017-07-24
"
笑吧松鼠
",            师大有兼职的校内机构,2017-07-24
"
越前一号
",            等通知书啊啊啊啊啊啊,2017-07-24
"
越前一号
",            自己顶一波嘿嘿嘿,2017-07-25
"
越前一号
", ,2017-07-25
"
hussssssssssss
",            家教吧,2017-07-26
"
稿上杰作
",            大一第一学期浪了的头皮发麻，第二学期开始兼职，一开始做家教，40小时，一个月能拿1500左右，后来经朋友介绍到某教育机构当助教，现在是里面的老师。总之，有很多路，你需要自己走，越走发现路越宽，你的选择越多,2017-07-26
"
赵飞廉electron
",            家教，最合适的。其它的不建议去经常做，体验一次就行了。,2017-07-26
"

z几多
",            宋美龄说她喜欢法国梧桐 于是蒋介石在南京种满了梧桐树 你说你喜欢大海 所以我这一水就是好多年,2017-07-26
"
越前一号
",            自己暖贴,2017-07-31
"
爱善视频部
",            两名长相端正的小姐姐  需要进行拍摄  一个做美容（会有专人指导）、一个做被灌肤的人最近几天,2018-06-20
"
湖师大的小哥哥
",            同求工作,2018-06-20
"
也许我会讲故事
",            我这边有个教育机构助教的兼职，就是跟着上课的老师，帮她做一些记录什么的，有兴趣可以私聊我,2018-06-20
"
妍珠啊
",            我觉得在学校期间做兼职，家教是比较轻松的，工资还算可以，而且师大有自己的家教中心，也有很多的家教群。我找了一个暑假工，有兴趣的话，可以私聊我,2018-06-20
"
leiminghao1
",            招一名英语口语兼职13378007381,2018-10-17
"
AngCCr
",            我要找兼职 日结 传单20每小时 注册一个提成10,2018-10-29
"
君临天下a0
",            我这里有，在校内的兼职和代理，时间自己定，待遇优厚，名额有限哦,2018-10-29
"
hidtol
",            这里有喔，寻找湖南师范大学校园大使~计算机相关专业或日语专业~! 帮企业宣讲会做前期宣传，工作轻松。有意者私聊哈！,2018-11-06
"
木目
",            青果盒子招募合伙人，自己当老板，时间自己安排：18073194804,2018-11-07
"
knapweed64
",            我现在就在做兼职啊，感觉还挺不错的，有空的时候做做小任务，手机电脑都能做，轻轻松松赚出一天的零用钱，偶尔还能和朋友出去浪哈哈。大学生经济独立，不向父母伸手要生活费是件挺酷的事儿~（加我wx: ala_meng1我推荐给你）,2018-11-07
"
zy362465822
",            网赚需要吗 日赚200左右 一个人有点虚 找个人作伴,2018-09-28
"
江南灬小旋风
",            Allen-669加微信 麓山南路这边兼职,2018-09-28
"
任平生YY
",            私聊qq2046347308,2018-09-28
"
愚钝的读书人
",            加qq1013799340,2018-09-29
"
暗黑者
",            顶,2018-09-30
"
懒狼狼1993
",            咨询师话务员有兴趣吗,2018-09-30
"
请重新设置用户
",            家教中心找家教最靠谱,2018-10-01
"
流氓狠疯狂
",            唯品会推广，有想法可以私聊一下，不收费，微信zwl22206991,2018-10-01
"
风雪凡1606
",            利用网购赚钱了解一下？,2018-10-05
"
重庆加勒比猫吧
",            VX：47472952 靠谱兼职！,2018-10-05
"
弗兰哈工大人
",            线上家教做么,2018-10-14
"
可爱的Z_XQ
",            我有兼职推荐  可以加我QQ884092490,2018-10-23
"
君临天下a0
",            私聊微信18855141031,2018-10-28
"
syfjy99
",            过来人告诉你，找兼职还不如好好学习，多参加社外活动。第二年评奖学金，国家励志奖学金，助学金。都是好几千好几千来的，多学东西。不但成绩上来了。钱也拿到了。现在的兼职都把大学生当做廉价劳动力。,2018-11-06
"
Just-
",            找兼职要小心，骗子很多，特别是网上的,2018-11-06
"
木目
",            招募合伙人，学生自己当老板：青果盒子18073194804,2018-11-07
"
knapweed64
",            推荐给你我现在在做的兼职，手机电脑都可以做，抽空做就行，完全不耽误学校的事情，很适合学生党（加我wx: ala_meng1我推荐给你）,2018-11-07
"
xdd呀
",            有合适的兼职可以推荐嘛？师范专业，家教助教都可以。。,2018-10-24
